"Step__r.External_ID__c","Object_Name__c","Field_Name__c","Operator__c","Order__c","Question_ID__c","String_Value__c","Boolean_Value__c"
"semaglutide_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone / Voicemail","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","9.0","semaglutide1.criteriaWell1.additionalComments3","cancer","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","13.0","semaglutide1.criteriaWell1.additionalComments3","addiction","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","3.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","asap","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","1.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","urgent","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","12.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","use disorder","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","14.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","addiction","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","16.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","pregnan","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","18.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","palliative","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","5.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","rush","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","22.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","GVHD","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","24.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","transplant","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","10.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","cancer","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","23.0","semaglutide1.criteriaWell1.additionalComments3","transplant","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","21.0","semaglutide1.criteriaWell1.additionalComments3","GVHD","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","17.0","semaglutide1.criteriaWell1.additionalComments3","palliative","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","15.0","semaglutide1.criteriaWell1.additionalComments3","pregnan","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","19.0","semaglutide1.criteriaWell1.additionalComments3","bleed","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","20.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","bleed","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","7.0","semaglutide1.criteriaWell1.rationaleForExceptionalCoverage1","discharge","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","2.0","semaglutide1.criteriaWell1.additionalComments3","urgent","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","4.0","semaglutide1.criteriaWell1.additionalComments3","asap","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","6.0","semaglutide1.criteriaWell1.additionalComments3","rush","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","8.0","semaglutide1.criteriaWell1.additionalComments3","discharge","false"
"semaglutide_60_assign_to_urgent_if_urgent_words","Request_Detail__c","string_value__c","contains","11.0","semaglutide1.criteriaWell1.additionalComments3","use disorder","false"
"semaglutide_70_Semaglutide_Approval","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","inadequate","false"
"semaglutide_70_Semaglutide_Approval","Request_Detail__c","string_value__c","equals","2.0","semaglutide1.criteriaWell1.IndicationForRequestedMedication","metformin","false"
"SGLT2_100_Other_None_Diagnosis","Request_Detail__c","string_value__c","contains","5.0","empagliflozin1.criteriaWell2.diagnosis","other","false"
"SGLT2_100_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","None","false"
"SGLT2_100_Other_None_Diagnosis","Request_Detail__c","string_value__c","contains","3.0","empagliflozin1.criteriaWell2.IndicationForRequestedMedication1","other","false"
"SGLT2_100_Other_None_Diagnosis","Case","Status","equals","4.0","","Approved","false"
"SGLT2_100_Other_None_Diagnosis","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"SGLT2_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone /  Voicemail","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","24.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","transplant","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","18.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","palliative","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","1.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","urgent","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","2.0","empagliflozin1.criteriaWell1.additionalComments3","urgent","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","3.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","asap","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","5.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","rush","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","4.0","empagliflozin1.criteriaWell1.additionalComments3","asap","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","7.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","discharge","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","6.0","empagliflozin1.criteriaWell1.additionalComments3","rush","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","8.0","empagliflozin1.criteriaWell1.additionalComments3","discharge","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","10.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","cancer","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","12.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","use disorder","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","14.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","addiction","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","16.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","pregnan","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","17.0","empagliflozin1.criteriaWell1.additionalComments3","palliative","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","20.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","bleed","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","22.0","empagliflozin1.criteriaWell1.rationaleForExceptionalCoverage1","GVHD","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","9.0","empagliflozin1.criteriaWell1.additionalComments3","cancer","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","11.0","empagliflozin1.criteriaWell1.additionalComments3","use disorder","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","13.0","empagliflozin1.criteriaWell1.additionalComments3","addiction","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","23.0","empagliflozin1.criteriaWell1.additionalComments3","transplant","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","15.0","empagliflozin1.criteriaWell1.additionalComments3","pregnan","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","19.0","empagliflozin1.criteriaWell1.additionalComments3","bleed","false"
"SGLT2_60_Assign_urgent_if_eform_urgent_words","Request_Detail__c","string_value__c","contains","21.0","empagliflozin1.criteriaWell1.additionalComments3","GVHD","false"
"SGLT2_70_Empagliflozin","Request_Detail__c","string_value__c","equals","2.0","empagliflozin1.criteriaWell1.IndicationForRequestedMedication","metformin","false"
"SGLT2_70_Empagliflozin","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","inadequate","false"
"SGLT2_70_Empagliflozin","Request_Detail__c","string_value__c","equals","3.0","empagliflozin1.criteriaWell2.IndicationForRequestedMedication1","metformin","false"
"sglt2dapaHFrEF_100_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sglt2dapaHFrEF_200_Eforms_AA","Request_Detail__c","string_value__c","equals","1.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.diagnosis","heart failure","false"
"sglt2dapaHFrEF_200_Eforms_AA","Request_Detail__c","decimal_value__c","less than","2.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.criteriaMet.prerequsiteDrugs2.prerequsiteDrugs3.pleaseSpecifyPatientsEjectionFraction","","false"
"sglt2dapaHFrEF_200_Eforms_AA","Request_Detail__c","boolean_value__c","equals","4.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.criteriaMet.prerequsiteDrugs.prerequsiteDrugs1.Aldosteroneantagonist","","true"
"sglt2dapaHFrEF_200_Eforms_AA","Request_Detail__c","boolean_value__c","equals","3.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.criteriaMet.prerequsiteDrugs.betaBlocker","","true"
"sglt2dapaHFrEF_200_Eforms_AA","Request_Detail__c","boolean_value__c","equals","5.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.criteriaMet.prerequsiteDrugs2.acearb","","true"
"sglt2dapaHFrEF_300_Approval_from_Fax","Request_Detail__c","string_value__c","equals","1.0","manual diagnosis","Heart failure with reduced LVEF (<=40%), AND to be used as adjunctive therapy with an ACE-I/ARB, a beta-blocker AND an aldosterone antagonist.","false"
"sglt2dapaHFrEF_300_Approval_from_Fax","Request_Detail__c","string_value__c","equals","2.0","hibc.manual diagnosis","Heart failure with reduced LVEF (<=40%), AND to be used as adjunctive therapy with an ACE-I/ARB, a beta-blocker AND an aldosterone antagonist.","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","13.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","addiction","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","5.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","asap","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","7.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","discharge","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","18.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","palliative","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","9.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","cancer","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","11.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","use disorder","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","6.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","asap","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","8.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","discharge","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","12.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","use disorder","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","16.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","pregnan","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","20.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","bleed","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","22.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","GVHD","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","24.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","transplant","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","21.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","GVHD","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","19.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","bleed","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","15.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","pregnan","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","1.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","urgent","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","10.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","cancer","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","23.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","transplant","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","17.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","palliative","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","14.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","addiction","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","4.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","rush","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","2.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.additionalComments3","urgent","false"
"sglt2dapaHFrEF_75_urgent_eform_words","Request_Detail__c","string_value__c","contains","3.0","dapagliflozin10Mg.newDapagliflozinCriteria.criteriaWell1.rationaleForExceptionalCoverage1","rush","false"
"sildenafil_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sildenafil_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"silodosin_1_1","Case","status","equals","1.0","","approved","false"
"siponimod_10_PharmaNet_Payload_if_approved","Case","Status","equals","1.0","","Approved","false"
"sirolimus_1_PharmaNet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sitagliptin_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"sodiumphenylbutyrateurso_100_PharmaNet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"solifen_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"solifen_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"somatropin_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"somatropin_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"sovaldi_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sovaldi_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"statinsfluv_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"statinsfluv_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"statinslova_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"statinslova_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"statinsprav_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"statinsprav_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"statinssimv_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"statinssimv_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"stiripen_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"stiripen_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"suboxone12_16_exceptional_payload","Case","status","equals","1.0","","approved","false"
"sulindac_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sulindac_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"sulpiride_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"sulthiame200mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"sulthiame50mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"sumatrip_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"sumatrip_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tacrolimus_caps_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"tacrotopical_200_Pharmanet_Payload_if_Approved","Case","Status","equals","2.0","","Approved","false"
"tacrotopical_200_Pharmanet_Payload_if_Approved","Case","Origin","not equal to","1.0","","eForm","false"
"tacrotopical_300_e_Form_AutoApproval","Case","Origin","equals","1.0","","eForm","false"
"tacrotopical_300_e_Form_AutoApproval","Request_Detail__c","string_value__c","equals","2.0","pimecrolimusTacrolimusTopical1.criteriaWell1.eczemaCriteria.steroidResult","aSteroidCannotBeTrialedAsTheLocationOfEczemaIncludesThePeriorbitalRegionAndOrEyebrow","false"
"tacrotopical_300_eForm_Approval","Case","Origin","equals","1.0","","eForm","false"
"tacrotopical_300_eForm_Approval","Request_Detail__c","string_value__c","not equal to","2.0","pimecrolimusTacrolimusTopical1.criteriaWell1.eczemaCriteria.steroidResult","aSteroidCannotBeTrialedAsTheLocationOfEczemaIncludesThePeriorbitalRegionAndOrEyebrow","false"
"tacrotopical_300_eForm_Approval","Case","Status","equals","3.0","","Approved","false"
"tacrotopical_50_Assign_to_Urgent_if_Phone","Case","Origin","contains","1.0","","Phone","false"
"tadalafil_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tadalafil_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tazarotene_100_PharmaNet_Payload_acne","Request_Detail__c","string_value__c","contains","1.0","manual.diagnosis","acne","false"
"tazarotene_100_PharmaNet_Payload_acne","Request_Detail__c","string_value__c","equals","2.0","tazaroteneForm.criteriaWell1.diagnosis","useHelpfulTagHere","false"
"tazarotene_200_Other","Request_Detail__c","string_value__c","equals","2.0","tazaroteneForm.criteriaWell1.diagnosis","other","false"
"tazarotene_200_Other","Request_Detail__c","string_value__c","equals","1.0","manual.diagnosis","Other","false"
"tenofovir_100_300","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","Chronic Hepatitis B","false"
"tenofovir_100_300","Request_Detail__c","string_value__c","not equal to","3.0","tenofovirHepBForm1.criteriaWell1.selectIndication","ChronicHepB","false"
"tenofovir_100_300","Request_Detail__c","string_value__c","not equal to","4.0","manual.diagnosis","Viral breakthrough while on treatment (lamivudine resistance)","false"
"tenofovir_100_300","Case","Status","equals","1.0","","Approved","false"
"tenofovir_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","2.0","manual.diagnosis","Chronic Hepatitis B","false"
"tenofovir_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tenofovir_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","4.0","manual.diagnosis","Viral breakthrough while on treatment (lamivudine resistance)","false"
"tenofovir_200_Pharmanet_Payload_if_Approved","Request_Detail__c","string_value__c","equals","3.0","tenofovirHepBForm1.criteriaWell1.selectIndication","ChronicHepB","false"
"tenofovir_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tenoxicam_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tenoxicam_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"terbinafine_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"terbinafine_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"teriflunomide_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"teriflunomide_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"teriparatide_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"testosterone_gel_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"testosterone_patches_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"testosterone_undecanoate_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"testosteronecypi_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","Other","false"
"testosteronecypi_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","1.0","form4.criteriaWell.diagnosis","other","false"
"testosteronecypi_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","3.0","manual.diagnosis","None","false"
"testosteronecypi_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"testosteronecypi_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"testosteroneenan_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","3.0","manual.diagnosis","None","false"
"testosteroneenan_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","Other","false"
"testosteroneenan_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","1.0","form4.criteriaWell.diagnosis","other","false"
"testosteroneenan_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"testosteroneenan_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"testosteroneprop_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","3.0","manual.diagnosis","None","false"
"testosteroneprop_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","2.0","manual.diagnosis","Other","false"
"testosteroneprop_100_AA_Adjudication","Request_Detail__c","string_value__c","not equal to","1.0","form4.criteriaWell.diagnosis","other","false"
"testosteroneprop_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"testosteroneprop_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tezepelumab_1_1_Year_Payload","Case","status","contains","1.0","","approved","false"
"thioridazine100mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"thioridazine10mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"thioridazine25mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"thioridazine50mg_200_Pharmanet Payload if Approved","Case","Status","equals","1.0","","Approved","false"
"tiaprofenic_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"tiaprofenic_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ticag_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ticag_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"ticlo_200_Pharmanet_Payload_if_Approved","Case","Status","equals","1.0","","Approved","false"
"ticlo_50_Assign_to_Urgent_if_Phone","Case","Origin","equals","1.0","","Phone","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","6.0","manual.diagnosis","other","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Case","status","equals","1.0","","approved","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","3.0","manual.diagnosis","B. - Prophylaxis","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","equals","8.0","tinzaparinLMWH1.criteriaWell.IndicationForRequestedMedication","otherDiagnosis","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis","A. - Treatment","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","7.0","manual.diagnosis","none","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","5.0","manual.diagnosis.secondary","none","false"
"tinzaparin_100_Tx_of_VTE_Bridging","Request_Detail__c","string_value__c","contains","4.0","manual.diagnosis.secondary","other","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","equals","3.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","ortho","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","equals","6.0","tinzaparinLMWH1.criteriaWell.treatmentOfVenousThromboembolism","continue","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","does not contain","7.0","manual.diagnosis","associated with cancer","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","equals","5.0","tinzaparinLMWH1.criteriaWell.exceptionalType","Bridging10DaysSupply","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","equals","4.0","tinzaparinLMWH1.criteriaWell.prophylaxisOfVenousThromboembolism","abdom10","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Request_Detail__c","string_value__c","contains","2.0","manual.diagnosis.secondary","(up to 10 days)","false"
"tinzaparin_200_Failure_on_Oral_Anticoagulant_Therapy","Case","status","equals","1.0","","approved","false"
"tinzaparin_300_Following_Total_Knee_Replacement","Case","status","equals","1.0","","approved","false"
