"OwnerId","Step__r.External_ID__c","Order__c","RecordType.Name","Adjudication_Status__c","Days_Supply__c","Duration_Unit__c","Duration__c","Excluded_Plans__c","Justification_Codes__c","Key_Type__c","Pharmanet_Code__c","Price_Percent__c","SA_Type__c"
"0055W000000LhdVQAS","Ozanimod_10_Initial_14_weeks","1.0","Pharmanet Payload","","","Days","98.0","D;G;MM;S;GE","4","RDP","9901-0448","100.0","B"
"0055W000000LhdVQAS","Ozanimod_20_Renewal_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0448","100.0","B"
"0055W000000LhdpQAC","ozurdex_1_Payload_when_Approved","1.0","Pharmanet Payload","","","Months","1.0","D;G;MM;S","4","RDP","9901-0368","100.0","B"
"0055W000000LhdVQAS","Pagetsalen_100_AA_Adjudication","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LTcsQAG","Pagetsalen_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0099","100.0","B"
"00G5W000000MXTxUAO","Pagetsalen_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","Pagetsrise_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0108","100.0","B"
"00G5W000000MXTxUAO","Pagetsrise_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","PAH1_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0112","100.0","B"
"00G5W000000MXTxUAO","PAH1_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","PAH2_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0113","100.0","B"
"00G5W000000MXTxUAO","PAH2_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MiSjUAK","PAH2_75_assign_to_pharm_urg_if_other","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","PAH4_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0080","100.0","B"
"00G5W000000MXTxUAO","PAH4_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","PAH5_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0287","100.0","B"
"00G5W000000MXTxUAO","PAH5_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","pamidronate_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0124","100.0","B"
"00G5W000000MXTxUAO","pamidronate_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","pantoprazole20mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0093","100.0","B"
"0055W000000LTcsQAG","pantoprazoleIV_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0236","100.0","B"
"0055W000000LTcsQAG","paraldehyde_inj_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","66124590","100.0","B"
"0055W000000LTcsQAG","pegvisomant_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0284","100.0","B"
"0055W000000UCp2QAG","pentamidine_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0393","100.0","B"
"0055W000000LTcsQAG","pentazocine_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0205","100.0","B"
"00G5W000000MXTxUAO","pentazocine_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","peptamen_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","55123108","100.0","B"
"0055W000000LTcsQAG","peptamen_jr_liquid_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","55123351","100.0","B"
"0055W000000LTcsQAG","pilocarpine_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2216345","100.0","B"
"0055W000000LTcsQAG","pimecro_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0204","100.0","B"
"0055W000000LhdGQAS","pimecro_300_e_Form_Auto_Approval","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0204","100.0","B"
"0055W000000LhdGQAS","pimecro_300_e_Form_Auto_Approval","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","pimecro_300_eForm_Approval","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0204","100.0","B"
"00G5W000000MXTxUAO","pimecro_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","piracetam1200mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","DIN","66124084","100.0","B"
"0055W000000LTcsQAG","piracetam400mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","DIN","66124051","100.0","B"
"0055W000000LTcsQAG","piracetam800mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","DIN","66124052","100.0","B"
"0055W000000LhdVQAS","pirfenidone_2_Renewal_payload_1_year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0294","100.0","B"
"0055W000000LTcsQAG","pirfenidone_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","7.0","D;G;MM;S","4","RDP","9901 -0294","100.0","B"
"0055W000000LTcsQAG","piroxicam_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0041-0080","100.0","B"
"00G5W000000MXTxUAO","piroxicam_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","placeholder_1_pharmanet_payload_if_approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0418","","B"
"0055W000000LTcsQAG","posaconazole100mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0365","100.0","B"
"0055W000000LTcsQAG","posaconazole200mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","2293404","100.0","B"
"0055W000000LTcsQAG","potassium_citrate_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0142","100.0","B"
"0055W000000LTcsQAG","potassium_phosphate_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","66124742","100.0","B"
"0055W000000LTcsQAG","prami_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0060","100.0","B"
"00G5W000000MXTxUAO","prami_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","prasugrel_100_Prasugrel_Approval","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","prasugrel_200_Other_Diagnosis","1.0","Adjudication","More Information Requested","","","","","","","","",""
"0055W000000LhdGQAS","prasugrel_200_Other_Diagnosis","2.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0381","100.0","B"
"0055W000000LhdGQAS","prasugrel_300_PNet_Payload_if_approved","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0381","100.0","B"
"0055W000000LhdpQAC","prazosin_1_payload_one_year","1.0","Pharmanet Payload","","","Years","1.0","D;S","4","RDP","9901-0347","100.0","B"
"0055W000000LTcsQAG","pregabalin_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0186","100.0","B"
"0055W000000UCp2QAG","pregabalin_200_Pharmanet_Payload_if_Approved_Renewal_","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0186","","B"
"0055W000000LTcsQAG","pregestimil_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","DIN","55123119","100.0","B"
"0055W000000LTcsQAG","progesterone_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","┬á 9901-0255","100.0","B"
"0055W000000LTcsQAG","propranolol_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0316","100.0","B"
"00G5W000000MXTxUAO","propranolol_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","prostaglandin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0357","100.0","B"
"00G5W000000MXTxUAO","prostaglandin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdpQAC","prucalopride_1_Payload_for_coverage","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0370","100.0","B"
"0055W000000LTcsQAG","quinidine_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66127999","100.0","B"
"0055W000000LTcsQAG","ralox_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0098","100.0","B"
"00G5W000000MXTxUAO","ralox_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdpQAC","ranibizumabCMPD_1_100","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdpQAC","ranibizumabCMPD_200_Pharmanet_Payload_when_Approved","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0455","100.0","B"
"0055W000000LhdVQAS","ranibizumabCMPD_200_Pharmanet_Payload_when_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0451","100.0","B"
"0055W000000LTcsQAG","rasagiline_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0285","100.0","B"
"0055W000000LTcsQAG","Rebif_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","15.0","D;G;MM;S","4","RDP","9901-0079","100.0","B"
"00G5W000000MXTxUAO","Rebif_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","remicade_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0154","100.0","B"
"0055W000000LTcsQAG","repaglinide_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0128","100.0","B"
"0055W000000LTcsQAG","rifaximin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0293","100.0","B"
"00G5W000000MXTxUAO","rifaximin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdpQAC","riluzole_1_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0212","100.0","B"
"0055W000000LTcsQAG","riociguat_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0267","100.0","B"
"00G5W000000MXTmUAO","risan_10_CR_to_IBD_Queue","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","risan_10_Pharmanet_payload_for_initial_request_112_days","1.0","Pharmanet Payload","","","Days","112.0","D;G;MM;S;GE","4","RDP","9901-0335","100.0","B"
"0055W000000LhdVQAS","risan_20_payload_for_all_other_requests","1.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0335","100.0","B"
"0055W000000LhdGQAS","risan_40_IBD_Initial_Request_PNet_payload","1.0","Pharmanet Payload","","84.0","Days","112.0","D;G;MM;S;GE","4","RDP","9901-0462","100.0","R"
"0055W000000LhdGQAS","risan_50_IBD_Renewal_request_Pnet_payload","1.0","Pharmanet Payload","","84.0","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0462","100.0","B"
"00G5W000000MXTpUAO","ritux_10_Assign_to_MS","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTsUAO","ritux_20_Assign_to_Off_label","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdVQAS","ritux_30_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","12.0","D;G;S;GE;P","4","RDP","9901-0348","100.0","B"
"00G5W000000MXTxUAO","ritux_52_Rituximab_urgent_eForm_Words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000UCp2QAG","rivaroxaban_liquid_1_1","1.0","Pharmanet Payload","","","Months","3.0","D;G;MM;S;GE","4","RDP","9901-0407","100.0","B"
"0055W000000LhdGQAS","rivaroxaban10mg_10_Autofax_as_benefit","2.0","Adjudication","Not Approved","","","","","","","","",""
"00G4W0000064KbkUAE","rivaroxaban10mg_10_Autofax_as_benefit","3.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","rivaroxaban10mg_10_Autofax_as_benefit","1.0","Case Update","","","","","","","","","",""
"0055W000000LhdGQAS","rivaroxaban10mg_100_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0107","100.0","B"
"00G5W000000MXTxUAO","rivaroxaban10mg_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","rivastigmine_patches_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;S","4","RDP","9901-0260","100.0","B"
"0055W000000LTcsQAG","rivastigmine_soln_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;S","4","RDP","9901-0262","100.0","B"
"0055W000000UCp2QAG","romiplostim_250mcg_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","","9901-0399","100.0","B"
"0055W000000UCp2QAG","romiplostim_500mcg_100_Payload_if_Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0400","100.0","B"
"0055W000000UCp2QAG","romosozumab_10_Initial_Payload_if_Approved_12_Months","1.0","Pharmanet Payload","","","Months","12.0","D;G;S;GE;P","4","RDP","9901-0441","100.0","B"
"0055W000000UCp2QAG","romosozumab_20_Payload_if_already_on_Romosozumab_therapy_","1.0","Pharmanet Payload","","","Months","3.0","D;G;S;GE;P","4","RDP","9901-0441","100.0","B"
"0055W000000LTcsQAG","ropinirole_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0060","100.0","B"
"00G5W000000MXTxUAO","ropinirole_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","rotig_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0312","100.0","B"
"00G5W000000MXTxUAO","rotig_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","rufinamide_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0200","100.0","B"
"00G5W000000MXTxUAO","rufinamide_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000UCp2QAG","ruxolitinib_10_Initial_coverage_for_aGvHD_4_weeks","1.0","Pharmanet Payload","","","Days","28.0","D;G;S;GE","4","RDP","9901-0442","100.0","B"
"0055W000000UCp2QAG","ruxolitinib_20_Initial_coverage_for_cGvHD_24_weeks","1.0","Pharmanet Payload","","","Months","6.0","D;G;S;GE","4","RDP","9901-0442","100.0","B"
"0055W000000UCp2QAG","ruxolitinib_30_Renewal_payload_for_aGvHD_12_weeks","1.0","Pharmanet Payload","","","Months","3.0","D;G;S;GE","4","RDP","9901-0442","100.0","B"
"0055W000000LhdGQAS","sapropterin_100_Initial_Coverage_6_Months","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0367","100.0","B"
"0055W000000LhdGQAS","sapropterin_200_Renewal_Coverage_or_Pregnant_1_Year","1.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S;GE","4","RDP","9901-0367","100.0","B"
"0055W000000LhdGQAS","sapropterin_300_Other_None","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0367","100.0","B"
"00G5W000000MXTxUAO","sapropterin_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","sarilumab_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0302","100.0","B"
"00G5W000000MXTsUAO","sarilumab_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000UCp2QAG","satralizumab_10_Approved","1.0","Pharmanet Payload","","","Months","12.0","D;G;S;GE;P","4","RDP","9901-0440","100.0","B"
"00G5W000000MXTuUAO","secukinumab_10_Route_to_PP_Queue","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTsUAO","secukinumab_20_Assign_offlabel_queue","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","secukinumab_200_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Years","1.0","D;G;S;GE;P","4","RDP","9901-0268","100.0","B"
"0055W000000LhdVQAS","secukinumab_30_PP_initial_payload_84_days","1.0","Pharmanet Payload","","","Days","84.0","D;G;S;GE;P","4","RDP","9901-0268","100.0","B"
"0055W000000LhdGQAS","semaglutide_100_Other_None_Diagnosis","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0360","100.0","B"
"0055W000000LhdGQAS","semaglutide_200_Diagnosis_of_Obesity_Only_Not_Approved","1.0","Adjudication","Not Approved","","","","","","","","",""
"00G4W0000064KbkUAE","semaglutide_200_Diagnosis_of_Obesity_Only_Not_Approved","3.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","semaglutide_200_Diagnosis_of_Obesity_Only_Not_Approved","2.0","Case Update","","","","","","","","","",""
"00G5W000000MXTxUAO","semaglutide_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTxUAO","semaglutide_60_assign_to_urgent_if_urgent_words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","semaglutide_70_Semaglutide_Approval","3.0","Case Update","","","","","","","","","",""
"0055W000000LhdGQAS","semaglutide_70_Semaglutide_Approval","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0360","100.0","B"
"0055W000000LhdpQAC","semaglutide_70_Semaglutide_Approval","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","SGLT2_100_Other_None_Diagnosis","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0320","100.0","B"
"00G5W000000MXTxUAO","SGLT2_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"00G5W000000MXTxUAO","SGLT2_60_Assign_urgent_if_eform_urgent_words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","SGLT2_70_Empagliflozin","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0320","100.0","B"
"0055W000000LhdpQAC","SGLT2_70_Empagliflozin","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","sglt2dapaHFrEF_100_Pharmanet_Payload_if_Approved","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0389","100.0","B"
"0055W000000LhdGQAS","sglt2dapaHFrEF_200_Eforms_AA","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","sglt2dapaHFrEF_300_Approval_from_Fax","1.0","Adjudication","Approved","","","","","","","","",""
"00G5W000000MXTxUAO","sglt2dapaHFrEF_75_urgent_eform_words","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","sildenafil_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0115","100.0","B"
"00G5W000000MXTxUAO","sildenafil_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000UCp2QAG","silodosin_1_1","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S;GE","4","RDP","9901-0445","100.0","B"
"0055W000000LhdpQAC","siponimod_10_PharmaNet_Payload_if_approved","10.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","RDP","9901-0392","100.0","B"
"0055W000000LhdpQAC","sirolimus_1_PharmaNet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0397","100.0","B"
"0055W000000LTcsQAG","sitagliptin_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0242","100.0","B"
"0055W000000LhdGQAS","sodiumphenylbutyrateurso_100_PharmaNet_Payload_if_Approved","1.0","Pharmanet Payload","","","Months","6.0","G;MM;S;GE","4","RDP","9901-0428","100.0","B"
"0055W000000LTcsQAG","solifen_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0241","100.0","B"
"00G5W000000MXTxUAO","solifen_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","somatropin_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0076","100.0","B"
"00G5W000000MXTxUAO","somatropin_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","sovaldi_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0249","100.0","B"
"0055W000000LTcsQAG","sovaldi_200_Pharmanet_Payload_if_Approved","200.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0248","100.0","B"
"00G5W000000MXTxUAO","sovaldi_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","statinsfluv_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0024-0300","100.0","R"
"00G5W000000MXTxUAO","statinsfluv_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","statinslova_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0024-0300","100.0","R"
"00G5W000000MXTxUAO","statinslova_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","statinsprav_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0024-0300","100.0","R"
"00G5W000000MXTxUAO","statinsprav_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","statinssimv_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0024-0300","100.0","R"
"00G5W000000MXTxUAO","statinssimv_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","stiripen_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0231","100.0","B"
"00G5W000000MXTxUAO","stiripen_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000UCp2QAG","suboxone12_16_exceptional_payload","1.0","Pharmanet Payload","","","Years","1.0","D;S;P","4","RDP","9901-0425","100.0","B"
"0055W000000LTcsQAG","sulindac_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","0041-0080","100.0","B"
"00G5W000000MXTxUAO","sulindac_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","sulpiride_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;S","4","DIN","66124056","100.0","B"
"0055W000000LTcsQAG","sulthiame200mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66128248","100.0","B"
"0055W000000LTcsQAG","sulthiame50mg_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Years","1.0","D;G;MM;S","4","DIN","66124047","100.0","B"
"0055W000000LTcsQAG","sumatrip_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0189","100.0","B"
"00G5W000000MXTxUAO","sumatrip_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","tacrolimus_caps_200_Pharmanet Payload if Approved","100.0","Pharmanet Payload","","","Months","6.0","D;G;MM;S","4","RDP","9901-0227","100.0","B"
"0055W000000LTcsQAG","tacrotopical_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S","4","RDP","9901-0141","100.0","B"
"0055W000000LhdGQAS","tacrotopical_300_e_Form_AutoApproval","2.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0141","100.0","B"
"0055W000000LhdGQAS","tacrotopical_300_e_Form_AutoApproval","1.0","Adjudication","Approved","","","","","","","","",""
"0055W000000LhdGQAS","tacrotopical_300_eForm_Approval","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE","4","RDP","9901-0141","100.0","B"
"00G5W000000MXTxUAO","tacrotopical_50_Assign_to_Urgent_if_Phone","1.0","Owner Assignment","","","","","","","","","",""
"0055W000000LTcsQAG","tadalafil_200_Pharmanet_Payload_if_Approved","100.0","Pharmanet Payload","","","","","D;G;MM;S","4","RDP","9901-0130","100.0","B"
"00G5W000000MXTxUAO","tadalafil_50_Assign_to_Urgent_if_Phone","100.0","Owner Assignment","","","","","","","","","",""
"0055W000000LhdGQAS","tazarotene_100_PharmaNet_Payload_acne","1.0","Pharmanet Payload","","","Indefinite","","D;G;MM;S;GE;P","4","RDP","9901-0453","100.0","B"
