"External_ID__c","Name","Drug__r.Drug_Code__c","Order__c","Description__c","Criteria_Logic__c","Always_Run__c"
"incobot_200_Pharmanet_Payload_if_Approved","Initial Payload if Approved","incobot","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(AND(2,3,4,5),6))","false"
"incobot_400_Other_None_Diagnosis_Initial_1_year_Payload","Other/None Diagnosis - Initial (1 year) Payload","incobot","400.0","","AND(1,2,OR(3,4))","false"
"indapamide_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","indapamide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"indapamide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","indapamide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"inflix_120_RA_and_IBD_eForm_Payloads_1_year","RA and IBD eForm Renewals NB 1 year","inflix","120.0","","AND(1,OR(2,3,11,12),OR(AND(4,5),AND(6,7),OR(8,9,10)))","false"
"inflix_8_E_forms_other_payload_1_year","E-forms (other) payload 1 year","inflix","100.0","If ""select diagnosis"" contains ""other"" then generate a payload x 1 year","OR(AND(1,2),AND(1,3,4),AND(1,5,6),AND(1,5,7))","false"
"inflix_8_RA_AS_PsA_Indefinite_Payload","RA/AS/PsA Indefinite Payload","inflix","80.0","","AND(1,OR(2,3,4,AND(5,6,7,8,9)))","false"
"inflix_7_RA_AS_PsA_3_Year_Payload","RA/AS/PsA 3 Year Payload","inflix","70.0","","AND(1,OR(2,3,4,AND(5,6,7,8,9)))","false"
"inflix_60_IBD_initial_payload","IBD initial payload","inflix","60.0","generates initial 12 week payload for IBD","AND(1,OR(2,3,4,AND(5,OR(6,7))))","false"
"inflix_50_Other_payloads_1_year","E-Forms payloads 1 year - PP, PsA, AS","inflix","50.0","Generates a 1 year payload for other indications.","AND(1,OR(AND(2,3,4,5),OR(6,7,8,9)))","false"
"inflix_40_PP_Initial_Payload_78_days_","PP Initial Payload (78 days)","inflix","40.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,AND(3,4)))","false"
"inflix_30_assign_to_IBD_queue","assign to IBD queue","inflix","30.0","for diagnoses of UC, FC, CR","OR(1,2,3,4,5)","false"
"inflix_20_Off_label_queue_assignment","Off label queue assignment","inflix","20.0","Assigns to off label queue for other diagnoses.","OR(1,2)","false"
"inflix_10_Assign_to_PP_queue_if_appropriate","Assign to PP queue if appropriate","inflix","10.0","Assigns the case to the PP Queue if eform or manual diagnosis indicates PP","OR(1,2,3)","false"
"inflix_11_Maual_Renewal_Payloads_1_Year","RA Manual Renewal Payloads 1 Year","inflix","110.0","","AND(1,2,3,4,5,6)","false"
"inflix_9_Manual_Payloads_1_Year","RA Initial Payloads 1 Year","inflix","90.0","","AND(1,OR(AND(2,3,4,5),AND(6,7)))","false"
"INRtestingdevice_1_Payload_on_approval_initial_device_strips","Payload on approval - initial = device + strips","INRtestingdevice","1.0","6 months = 2 payloads","AND(1,OR(2,3))","false"
"INRtestingdevice_2_Payload_on_approval_renewal_strips_only","Payload on approval - renewal = strips only","INRtestingdevice","2.0","6 months = strips only","AND(1,OR(2,3))","false"
"insulin_NPH_pork_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","insulin_NPH_pork","200.0","Pharmanet Payload if Approved","AND(1)","false"
"insulin_R_500_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","insulin_R_500","200.0","Pharmanet Payload if Approved","AND(1)","false"
"interferonA_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","interferonA","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"interferonA_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","interferonA","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"interferonB1B_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","interferonB1B","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"interferonB1B_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","interferonB1B","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ironisomaltoside_100_Payload_if_Approved","Payload if Approved","ironisomaltoside","100.0","","AND(1)","false"
"ironsucrose_100_Payload_if_Approved","Payload if Approved","ironsucrose","100.0","","AND(1)","false"
"isavuconazole_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","isavuconazole","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"isavuconazole_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","isavuconazole","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ismn_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ismn","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ismn_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ismn","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"itraconazole_300_Severe_Onychomycosis","Severe Onychomycosis (3 Month Payload)","itraconazole","300.0","","AND(1,OR(2,3))","false"
"itraconazole_200_Pharmanet_Payload_if_Approved","Immunocompromised Patient (Indefinite Payload)","itraconazole","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3))","false"
"itraconazole_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","itraconazole","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"itraconazole_400_Other_None_3_Month_Payload_","Other/None (3 Month Payload)","itraconazole","400.0","","AND(1,OR(2,3,4))","false"
"ivabradine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","ivabradine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"ivabradine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","ivabradine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"ixekiz_30_Pharmanet_Payload_PP_Initial_112_days","Pharmanet Payload PP Initial - 112 days","ixekiz","30.0","Creates 112 day payload for PP Initial requests.","AND(1,OR(2,AND(3,4)))","false"
"ixekiz_40_Pharmanet_Payload_1_year","Pharmanet Payload 1 year","ixekiz","40.0","Generates a 1 year payload for all other indications.","AND(1,OR(AND(2,OR(3,4)),AND(5,OR(6,7))))","false"
"ixekiz_20_off_label_AR_queue_routing","off label AR queue routing","ixekiz","20.0","routes request to off label AR if dx is other.","OR(1,2,3)","false"
"ixekiz_10_Assign_to_PP_queue_where_appropriate","Assign to PP queue where appropriate","ixekiz","10.0","Assigns to the PP Queue when diagnosis is PP","OR(1,2)","false"
"ketamine10_1_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","ketamine10","1.0","","AND(1)","false"
"ketamine50_1_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","ketamine50","1.0","","AND(1)","false"
"LABAflutsalm_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAflutsalm","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LABAflutsalm_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAflutsalm","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAflutvila_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAflutvila","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LABAflutvila_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAflutvila","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAform_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAform","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAform_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAform","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LABAformbude_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAformbude","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAformbude_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAformbude","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LABAformmom_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAformmom","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LABAformmom_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAformmom","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAindamome_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAindamome","50.0","","AND(1)","false"
"LABAindamome_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAindamome","200.0","","AND(1)","false"
"null_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAindamomeglyco","200.0","","AND(1)","false"
"null_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAindamomeglyco","50.0","","AND(1)","false"
"LABAsalm_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LABAsalm","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LABAsalm_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LABAsalm","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"lacolaco_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","lacolaco","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"lacolaco_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","lacolaco","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"lactulose_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","lactulose","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"lactulose_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","lactulose","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LAinsulinbasa_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LAinsulinbasa","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LAinsulinbasa_100_AA_Adjudication","AA Adjudication","LAinsulinbasa","100.0","","OR(AND(1,2),AND(3,4,5))","false"
"LAinsulinbasa_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LAinsulinbasa","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Lainsulindete_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Lainsulindete","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Lainsulindete_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Lainsulindete","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"lamivudine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","lamivudine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"lamivudine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","lamivudine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"lantus_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","lantus","200.0","Pharmanet Payload if Approved","AND(1)","false"
"LBMdiph_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","LBMdiph","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"LBMdiph_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","LBMdiph","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"letermovir_3_Letermovir_Other_Exceptional_or_None","Letermovir Other, Exceptional or None","letermovir","3.0","","OR(1,2,3)","false"
"letermovir_2_Letermovir_Criteria","Letermovir Criteria","letermovir","2.0","","OR(4, AND(1,2,3))","false"
"letermovir_1_Letermovir_Payload_if_Approved","Letermovir Payload if Approved","letermovir","1.0","","AND(1)","false"
"leuprolide_100_Endometriosis_6_months","Endometriosis - 6 months","leuprolide","100.0","","OR(1,2)","false"
"leuprolide_200_Pharmanet_Payload_if_Approved","Control of Sexual Drive - Indef. D/S exempt","leuprolide","300.0","","OR(1,2)","false"
"leuprolide_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","leuprolide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"leuprolide_400_Other_None","Other/None - 6 months","leuprolide","400.0","","OR(1,2)","false"
"leuprolide_200_Control_of_Sexual_Drive_Indef_D_s_exempt","Precocious Puberty - 1 year","leuprolide","200.0","","OR(1,2)","false"
"levetiracetam_solution_300_Other_None_Diagnosis","Other/None Diagnosis","levetiracetam solution","300.0","","OR(1,2,3)","false"
"levetiracetam_solution_200_Renewal_Payload_if_Approved","Renewal Payload if Approved","levetiracetam solution","200.0","","AND(1,OR(2,3))","false"
"levetiracetam_solution_100_Initial_Payload_if_Approved","Initial Payload if Approved","levetiracetam solution","100.0","","AND(1,OR(3,AND(2,4)))","false"
"levetiracetam_solution_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","levetiracetam solution","50.0","","AND(1)","false"
"levetiracetam_400_Other_None_Diagnosis","Other/None Diagnosis","levetiracetam tablet","400.0","","AND(4,OR(1,2,3))","false"
"levetiracetam_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","levetiracetam tablet","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"levetiracetam_200_Pharmanet_Payload_if_Approved","Epilepsy - Pharmanet Payload","levetiracetam tablet","200.0","Migrated from Drug Template records to criteria-based actions.","OR(1,2)","false"
"levocarnitine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","levocarnitine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"levofloxacin_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","levofloxacin","200.0","Pharmanet Payload if Approved","AND(1)","false"
"linezolid_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","linezolid","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"linezolid_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","linezolid","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"linezolidsusp_100_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","linezolidsusp","100.0","","AND(1)","false"
"liraglutide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","liraglutide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"lithium_carbonate_SR_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","lithium_carbonate_SR","200.0","Pharmanet Payload if Approved","AND(1)","false"
"LBMlope_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","loperamide","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"LBMlope_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","loperamide","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"null_1_1","payload if approved","lovenox","1.0","payload if approved","AND(1)","false"
"lurasidone_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","lurasidone","200.0","Pharmanet Payload if Approved","AND(1)","false"
"luspatercept_20_Renewal_Payload","Renewal Payload","luspatercept","20.0","","AND(1,OR(2,3))","false"
"luspatercept_30_Other_None","Other/None","luspatercept","30.0","","AND(1,OR(2,3))","false"
"luspatercept_10_initial_Payload","Initial Payload","luspatercept","10.0","","AND(1,OR(2,3))","false"
"luspatercept_40_Myelodysplastic_Syndrome_Auto_Denial","Myelodysplastic Syndrome Auto-Denial","luspatercept","40.0","","AND(1)","false"
"macitentan_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","macitentan","200.0","Pharmanet Payload if Approved","AND(1)","false"
"magnesium_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","magnesium","200.0","Pharmanet Payload if Approved","AND(1)","false"
"Maintenapalisust_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Maintenapalisust","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Maintenapalisust_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Maintenapalisust","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Maintenapalitrin_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Maintenapalitrin","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Maintenapalitrin_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Maintenapalitrin","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"Maintenarisp_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","Maintenarisp","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"Maintenarisp_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","Maintenarisp","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"maribavir_200_Renewal_4_week_approval_","Renewal (4 week approval)","maribavir","200.0","","AND(1,OR(2,3))","false"
"maribavir_100_Initial_Recurrence_8_week_Approval_","Initial/Recurrence (8 week Approval)","maribavir","100.0","","AND(1,OR(2,3,4,5))","false"
"mavacamten_200_Renewal_Approval_1_Year","Renewal Approval - 1 Year","mavacamten","200.0","","AND(1,OR(2,3))","false"
"mavacamten_300_Other_Diagnosis","Other Diagnosis - 24 Weeks","mavacamten","300.0","","AND(1,OR(2,3))","false"
"mavacamten_100_Initial_Approval_24_Weeks","Initial Approval - 24 Weeks","mavacamten","100.0","","AND(1,OR(2,3))","false"
"maviret_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved (8 weeks)","maviretadult","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,OR(2,3,4,5,11,12),OR(6,7,8,9,10,13,14))","false"
"maviret_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","maviretadult","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"maviret_300_PharmaNet_Payload_if_Approved_12_weeks_","PharmaNet Payload if Approved (12 weeks)","maviretadult","300.0","","AND(1,OR(2,3,4,5,6))","false"
"maviret_4_PharmaNet_Payload_if_Approved_16_weeks_","PharmaNet Payload if Approved (16 weeks)","maviretadult","400.0","","AND(1,OR(2,3,4,5))","false"
"maviretpediatric_200_Pharmanet_Payload_if_Approved_8_weeks_","Pharmanet Payload if Approved (8 weeks)","maviretpediatric","200.0","","AND(1,OR(2,3,4,5,11,12),OR(6,7,8,9,10,13))","false"
"maviretpediatric_400_PharmaNet_Payload_if_Approved_16_weeks_","PharmaNet Payload if Approved (16 weeks)","maviretpediatric","400.0","","AND(1,OR(2,3,4))","false"
"maviretpediatric_1_Assign_to_urgent_if_Phone","Assign to urgent if Phone","maviretpediatric","10.0","","AND(1)","false"
"maviretpediatric_300_PharmaNet_Payload_if_Approved_12_weeks_","PharmaNet Payload if Approved (12 weeks)","maviretpediatric","300.0","","AND(1,OR(2,3,4,5))","false"
"meloxicam_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","meloxicam","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"meloxicam_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","meloxicam","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"melphalan_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","melphalan","200.0","Pharmanet Payload if Approved","AND(1)","false"
"memantine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","memantine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"mepolizumab_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","mepolizumab","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"mepolizumab_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","mepolizumab","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"mercaptopurine_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","mercaptopurine","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"mercaptopurine_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","mercaptopurine","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"methadone_injectable_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","methadone_injectable","200.0","Pharmanet Payload if Approved","AND(1)","false"
"methadone_liquid_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","methadone_liquid","200.0","Pharmanet Payload if Approved","AND(1)","false"
"methadone_tablets_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","methadone_tablets","200.0","Pharmanet Payload if Approved","AND(1)","false"
"methadose_dye_free_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","methadose_dye_free","200.0","Pharmanet Payload if Approved","AND(1)","false"
"methotrexatePFsyringe_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","methotrexatePFsyringe","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"methotrexatePFsyringe_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","methotrexatePFsyringe","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"methotrexateVial_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","methotrexateVial","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"methotrexateVial_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","methotrexateVial","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"methsuximide_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","methsuximide","200.0","Pharmanet Payload if Approved","AND(1)","false"
"midazolam_inj_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","midazolam_inj","200.0","Pharmanet Payload if Approved","AND(1)","false"
"miltefosine_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","miltefosine","200.0","Pharmanet Payload if Approved","AND(1)","false"
"miniMed_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","miniMed","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"miniMed_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","miniMed","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"mirabegron_250_PharmaNet_Payload_if_Approved_eForm_Initial_","PharmaNet Payload if Approved (eForm Initial)","mirabegron","250.0","","AND(1,2)","false"
"mirabegron_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved (Initial)","mirabegron","200.0","Pharmanet Payload if Approved (Initial)","AND(1,2)","false"
"mirabegron_300_Pharmanet_Payload_if_Approved_Renewal_","Pharmanet Payload if Approved (Renewal)","mirabegron","300.0","Pharmanet Payload if Approved (Renewal)","AND(1,OR(2,3))","false"
"mirikizumab_10_Initial_24_Weeks_Approval","Initial - 24 Weeks Approval","mirikizumab","10.0","","AND(1,OR(2,3))","false"
"mirikizumab_20_Other_Approval_6_Months","Other Approval - 6 Months","mirikizumab","30.0","","AND(1,OR(2,3))","false"
"mirikizumab_1_Indefinite_Approval","Renewal - 1 Year Approval","mirikizumab","20.0","","AND(1,OR(2,3))","false"
"mmf_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","mmf","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"mmf_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","mmf","200.0","","AND(1)","false"
"mmf_200mgmL_suspension_1_Approved","If Approved","mmf_suspension","1.0","If approved --> 1 year payload will generate","AND(1)","false"
"modafinil_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","modafinil","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"modafinil_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","modafinil","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"mometNS_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","mometNS","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"mometNS_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","mometNS","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"monoprost_1_PharmaNet_Payload_if_Approved","PharmaNet Payload if Approved","monoprost","100.0","","AND(1)","false"
"montelukast_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","montelukast","200.0","Pharmanet Payload if Approved","AND(1)","false"
"mycophenolate_sodium_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","mycophenolate_sodium","200.0","Pharmanet Payload if Approved","AND(1)","false"
"nabumetone_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nabumetone","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"nabumetone_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nabumetone","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nadroparin_100_Tx_of_VTE_Bridging","Generate a 10 day payload","nadroparin","10.0","","AND(1,OR(AND(2,4),AND(2,5),AND(3,4),AND(3,5),AND(4,6),AND(5,6),AND(4,7),AND(5,7),8))","false"
"nadroparin_600_Lupus_Ac_Antiphospholipid_syndrome_Thrombophilia","Generate a 3 month payload","nadroparin","50.0","","AND(1,OR(2,3,4))","false"
"nadroparin_700_Associated_with_Pregnancy","Generate a 6 month payload","nadroparin","60.0","","AND(1,OR(2,3))","false"
"nadroparin_400_Following_Total_Hip_Replacement","Generate a 35 day payload","nadroparin","40.0","","AND(1,OR(2,3))","false"
"nadroparin_200_Failure_on_Oral_Anticoagulant_Therapy","Generate 10 day payload part 2","nadroparin","15.0","","AND(1,OR(2,3,4,5,6))","false"
"nadroparin_300_Following_Total_Knee_Replacement","Generate 14 day supply","nadroparin","30.0","","AND(1,OR(2,3))","false"
"naltrexone_200_Pharmanet Payload if Approved","Pharmanet Payload if Approved","naltrexone","200.0","Pharmanet Payload if Approved","AND(1)","false"
"naproEC_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","naproEC","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"naproEC_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","naproEC","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"natalizumab_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","natalizumab","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"natalizumab_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","natalizumab","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"nebulesbude_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nebulesbude","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nebulesbude_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nebulesbude","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1,2)","false"
"nebulesbude_300_Rhinosinusitis_Without_Polyps","Rhinosinusitis Without Polyps","nebulesbude","300.0","","AND(1,2)","false"
"nebulescrom_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nebulescrom","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"nebulescrom_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nebulescrom","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nebulesipra_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nebulesipra","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
"nebulesipra_50_Assign_to_Urgent_if_Phone","Assign to Urgent if Phone","nebulesipra","50.0","Assigns the case to the urgent queue if its origin is phone.","AND(1)","false"
"nebulesiprasalb_200_Pharmanet_Payload_if_Approved","Pharmanet Payload if Approved","nebulesiprasalb","200.0","Migrated from Drug Template records to criteria-based actions.","AND(1)","false"
