"OwnerId","Approval_Details__c","Auto_Adjudication_Requirements__c","Auto_Push_to_Pharmanet__c","Auto_Validate_Patient__c","Auto_Validate_Provider__c","Brand_Drug_Name__c","CDEC_Recommendation__c","Criteria_Website__c","DBC_R_R__c","Drug_Code__c","Drug_Review_Results__c","Form__c","Health_Canada_monograph__c","PharmaNet_RDP_code__c","Pharmacist_Notes__c","Practitioner_Exemptions__c","Special_Notes__c","Strength__c","Tech_Sheet__c","Name"
"00G5W000000MXTtUAO","","","false","false","false","Volibris","","","","PAH1","","tablet","","9901-0112","","","","5mg, 10mg","","ambrisentan"
"00G5W000000MXTtUAO","","","false","false","false","Tracleer and generics","","","","PAH2","","","","9901-0113","","Designated specialist physicians experienced in the diagnosis and treatment of PAH","","62.5mg, 125mg","","bosentan"
"00G5W000000MXTtUAO","","","false","false","false","Remodulin","","","","PAH4","","","","9901-0080","","","","1mg/mL, 2.5mg/mL, 5mg/mL, 10mg/mL","","treprostinil"
"00G5W000000MXTtUAO","","","false","false","false","Uptravi","","","","PAH5","","","","9901-0287","","","","200mcg, 400mcg, 800mcg, 1000mcg, 1200mcg, 1400mcg, 1600mcg","","selexipag"
"00G5W000000MXTxUAO","","","false","false","false","Aredia","","","","pamidronate","","tablet","","9901-0124","","","","30mg, 60mg, 90mg","","pamidronate"
"00G5W000000MiSiUAK","","","false","false","false","Pantoloc","","","","pantoprazole20mg","","tablet","","9901-0093","","","","20 mg","","pantoprazole sodium (20mg)"
"00G5W000000MiSiUAK","","","false","false","false","Panto Iv","","","","pantoprazoleIV","","Injectable","","9901-0236","","","","40mg/vial","","pantoprazole IV"
"00G5W000000MiSiUAK","","","false","false","false","","","","","paraldehyde_inj","","Injectable","","6612-4590","","","","","","paraldehyde injection"
"00G5W000000MiSjUAK","","","false","false","false","Somavert","","","","pegvisomant","","tablet","","9901-0284","","","","10, 15, 20, 25, 30 mg","","pegvisomant"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability, as well as current dose. Thank you.","","false","false","false","Pentam","","","","pentamidine","","","","9901-0393","","","","300mg vial","","pentamidine"
"00G5W000000MXTvUAO","","","false","false","false","Talwin and generics","","","","pentazocine","","tablet","","9901-0205","","","","50mg","","pentazocine"
"00G5W000000MiSiUAK","","","false","false","false","Peptamen 1.5","","","","peptamen","","liquid","","5512-3108","","","","1.5 Cal/ml","","peptamen"
"00G5W000000MiSiUAK","","","false","false","false","Peptamen Junior Liquid","","","","peptamen_jr_liquid","","liquid","","5512-3351","","","","1.0 Cal/ml","","peptamen Junior Liquid"
"00G5W000000MXTxUAO","","","false","true","true","Fycompa","","","","perampanel","","tablet","","9901-0234","","","","2mg, 4mg, 6mg, 8mg, 10mg 12mg","","perampanel"
"00G5W000000MiSiUAK","","","false","false","false","Salagen","","","","pilocarpine","","tablet","","2216345","","","","5 mg tablet","","pilocarpine"
"00G5W000000MXTvUAO","","","true","true","true","Elidel","","","","pimecro","","cream","","9901-0204","","","","1% topical","","pimecrolimus"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Neurolep","","","","piracetam1200mg","","","","66123084","","","<p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","1200 mg","","piracetam (1200 mg) (SAP)"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Neurolep","","","","piracetam400mg","","","","66123051","","","<p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","400 mg","","piracetam (400 mg) (SAP)"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Neurolep","","","","piracetam800mg","","","","66123052","","","<p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","800 mg","","piracetam (800 mg) (SAP)"
"00G5W000000MXTnUAO","","","false","false","false","Esbriet","","","","pirfenidone","","","","9901-0294","","","","267mg, 801mg","","pirfenidone"
"00G5W000000MXTvUAO","","","false","false","false","Feldene and generics","","","","piroxicam","","tablet","","0041-0080","","Rheumatologists","","10mg, 20 mg caps","","piroxicam"
"00G5W000000MiSjUAK","","","false","false","false","Posanol","","","","posaconazole100mg","","tablet","","9901-0365","","","","100 mg tablets┬á","","posaconazole (100mg tablets)"
"00G5W000000MiSjUAK","","","false","false","false","Posanol","","","","posaconazole200mg","","liquid","","2293404","","","","200 mg / 5mL solution","","posaconazole (200mg/5ml solution)"
"00G5W000000MiSiUAK","","","false","false","false","K-Citra Potassium","","","","potassium_citrate","","tablet","","9901-0142","","","","10 mEq","","potassium citrate ER"
"00G5W000000MiSiUAK","","","false","false","false","K-Phos","","","","potassium_phosphate","","tablet","","6612-4742","","","","500 mg","","potassium phosphate (sodium free)"
"00G5W000000MXTvUAO","","","false","false","false","Mirapex","","","","prami","","tablet","","9901-0060","","","","0.25mg, 1mg, 1.5mg","","pramipexole"
"00G5W000000MXTxUAO","","","false","true","true","Effient, JAMP-Prasugrel","","https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/special-authority-criteria-prasugrel","","prasugrel","","tablet","","9901-0381","","","","10 mg","","prasugrel"
"00G5W000000MiSjUAK","Exceptional coverage on the no-charge psychiatric medication plan (Plan G) due to patient specific factors. If renewal required, please provide details demonstrating benefit and tolerability. Thank you","","false","true","true","prazosin exceptional Plan G","","","","prazosin","","","","9901-0347","","<p>none</p>","<p><span style=""font-size: 14px;"">For consideration of exceptional full coverage on the no-charge psychiatric medication plan, please specify results of past trials with other full PharmaCare benefit(s) (e.g. clonidine, trazodone, olanzapine, SSRIs, etc.), or rationale to avoid in this patient. Thank you┬á</span></p>","1 mg, 2 mg, 5 mg","","prazosin"
"00G5W000000MXTvUAO","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability, as well as current dose. Thank you.","","false","false","false","Lyrica","","","","pregabalin","","tablet","","9901-0186","","","","25, 50, 75, 150, 225, 300 mg","","pregabalin"
"00G5W000000MiSiUAK","","","false","false","false","Pregestimil","","","","pregestimil","","","","5512-3119","","","","","","pregestimil (for Pediatric Cholestasis)"
"00G5W000000MiSiUAK","","","false","false","false","Prometrium","","","","progesterone","","tablet","","9901-0255","","","","100 mg","","progesterone (micronized)"
"00G5W000000MiSjUAK","","","false","false","false","Hemangiol","","","","propranolol","","liquid","","9901-0316","","","","3.75mg/mL solution","","propranolol 3.75mg/mL solution"
"00G5W000000MXTvUAO","","","false","false","false","","","","","prostaglandin","","Injectable","","9901-0357","","","","","","prostaglandin injection compounds"
"00G5W000000MXTvUAO","Exceptional coverage provided due to patient specific factors.","","false","true","true","Resotran","","","","prucalopride","","tablet","","9901-0370","","","","1 mg, 2 mg","","prucalopride"
"00G5W000000MiSiUAK","","","false","false","false","Quinaglute, Quinidex","","","","quinidine","","tablet","","66127999","","","","200 mg tablet","","quinidine sulfate"
"00G5W000000MXTrUAO","","","false","false","false","Evista and generics","","","","ralox","","tablet","","9901-0098","","","","60mg","","raloxifene"
"00G5W000000MXTxUAO","Reimbursement is only provided for drug prepared by select compounding pharmacies and distributed through Provincial Health Services Authority (PHSA). Please email psp@phsa.ca for details on obtaining drug supply.

Patients who meet coverage criteria will be approved for both aflibercept and ranibizumab. However, only one can be used at a time per affected eye. In cases where patients are using both aflibercept and ranibizumab at the same time for the same affected eye, coverage will be discontinued.","","true","true","true","Lucentis aliquoted (compounded) syringe","","","","ranibizumabCMPD","","","","9901-0451","","<p>None</p>","","0.5 mg/0.05mL","","ranibizumab aliquoted syringe"
"00G5W000000MiSiUAK","","","false","false","false","Azilect","https://cadth.ca/sites/default/files/cdr/complete/cdr_complete_Azilect_March-28-07.pdf","","","rasagiline","","tablet","","9901-0285","","","<p>This medication is not eligible for PharmaCare coverage. </p>","1 mg","","rasagiline"
"00G5W000000MXTpUAO","","","false","false","false","Rebif","","","","Rebif","","","","9901-0079","","Neurologists specializing in MS whose primary place of practice is in a designated MS clinic.","","22mcg, 44mcg SC","","interferon beta-1A"
"00G5W000000MiSiUAK","","","false","false","false","Infliximab","","","","remicade","","","","9901-0154","","","","100 mg","","Remicade"
"00G5W000000MiSiUAK","","","false","false","false","Gluconorm","","","","repaglinide","","tablet","","9901-0128","","","","0.5, 1, 2 mg","","repaglinide"
"00G5W000000MXTxUAO","","","false","false","false","Zaxine","","","","rifaximin","","tablet","","9901-0293","","","Rifaximin Renewal (Approval) Stamp:<br><br>Exceptional renewal of coverage provided for 1 year. If renewal is required, please provide:<br>1) Specific details demonstrating benefit and tolerability, including frequency of hospital admission compared to pre-treatment<br>2) Current lactulose dosing regimen. Thank you.<br><br><br>┬á","550mg","","rifaximin"
"00G5W000000MXTxUAO","Exceptional coverage provided due to patient specific factors.","","false","false","false","Riluzole","","","","riluzole","","tablet","https://pdf.hres.ca/dpd_pm/00010806.PDF","9901-0212","Indefinite approval","<p>none</p>","<p>Approved if requested by:</p><p>Dr Hannah Briemberg┬á┬á24385┬á┬á</p><p>Dr Neil Cashman┬á┬á25535</p><p>Dr Charles Krieger┬á12093</p><p>Dr. Christine Stables 26171</p><p>from the ALS Clinic, GF Strong</p><p><br></p><p>Not from ALS Clinic, but neurologists who see ALS patients on a semi-regular basis:</p><p>Dr. John Diggle 25538</p><p>Dr. Caire Hinnell 36320┬á┬á┬á</p><p>Ok to approve from other neurologists</p><p>If diagnosis is missing but is from one of the above physicians - please approve Indefinite</p>","50mg","","riluzole"
"00G5W000000MiSiUAK","","","false","false","false","Adempas","","","","riociguat","","","","9901-0267","","","","0.5, 1, 1.5, 2, 2.5 mg ┬á","","riociguat"
"00G5W000000MXTuUAO","Approved risankizumab 150 mg _","","false","true","true","Skyrizi","","","","risan","","","","9901-0335","","","<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved risankizumab 150 mg every 12 weeks </span></p><p><br></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved risankizumab 150mg at week 0, 4, and 16</span></p>","75mg, 150mg","","risankizumab"
"00G5W000000MXTiUAO","","","false","true","true","Riximyo, Ruxience, Truxima","","","","ritux","","Injectable","","9901-0348","","","<p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved 2 courses (one course equals 1000 mg of biosimilar rituximab at 0 and 2 weeks).┬áApproximately 6 months between courses</span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">-</span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Approved 2 courses (one course equals a single 500 mg dose of biosimilar rituximab).┬áApproximately 6 months between courses</span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">-</span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Minimum 24 weeks between courses, 1 year window for dispensing.┬áThere must be an ACR 20% improvement after each course to justify administration of a subsequent course. Thank you. </span></p><p><span style=""font-family: Calibri, sans-serif; font-size: 11pt;"">Please note that claims will be monitored and subject to review.┬áFor changes in dosage regimens, please submit renewal application for review by Committee.┬áThank you.</span></p>","10mg/mL","","rituximab (biosimilars)"
"00G5W000000MiSjUAK","","","false","false","false","Xarelto","","","","rivaroxaban_liquid","","","","9901-0407","","","","1mg/mL","","rivaroxaban suspension 1mg/mL (exceptional)"
"00G5W000000MXTvUAO","","","false","true","true","Xarelto","","","","rivaroxaban10mg","","tablet","","9901-0107","","","","10 mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/Rivaroxaban%2010%20mg.pdf","rivaroxaban 10 mg"
"00G5W000000MiSiUAK","","","false","false","false","Exelon Patches","","","","rivastigmine_patches","","patch","","9901-0260","","","","4.6mg, 9.5mg, 13.3mg","","rivastigmine patches"
"00G5W000000MiSiUAK","","","false","false","false","Exelon Oral Solution","","","","rivastigmine_soln","","liquid","","9901-0262","","","","2 mg/ml","","rivastigmine oral solution"
"00G5W000000MiSjUAK","","","false","false","false","NPlate","","","","romiplostim_250mcg","","","","9901-0399","","","","250mcg","","romiplostim 250mcg"
"0055W000000UCp2QAG","","","false","false","false","NPlate","","","","romiplostim_500mcg","","","","9901-0400","","","","500mcg","","romiplostim 500mcg"
"00G5W000000MXTrUAO","","","false","false","false","Evenity","","","","romosozumab","","","","9901-0441","","","","105mg/1.17mL","","romosozumab"
"00G5W000000MXTvUAO","","","false","false","false","Requip and generics","","","","ropinirole","","tablet","","9901-0060","","","","0.25mg, 1mg, 2mg, 5mg","","ropinirole"
"00G5W000000MXTvUAO","","","false","false","false","Neupro","","","","rotig","","patch","","9901-0312","","","","2mg, 4mg, 6mg, 8mg/24 hour patch","","rotigotine"
"00G5W000000MXTxUAO","","","false","false","false","Banzel","","","","rufinamide","","","","9901-0200","","","","100mg, 200mg, 400mg","","rufinamide"
"00G5W000000MiSjUAK","","","false","false","false","Jakavi","","","","ruxolitinib","","","","9901-0442","","","","5mg, 10mg","","ruxolitinib"
"00G5W000000MiSjUAK","","","false","false","false","Kuvan","","","","sapropterin","","100 mg tablet; 100mg, 500mg sachet","","9901-0367","","","","100, 500 mg","","sapropterin"
"00G5W000000MXTiUAO","Approved for sarilumab 200 mg every 14 days.
Alternately, approved for 150 mg dosing every 14 days if a step down to that dose is required.","","false","true","true","Kevzara","","","","sarilumab","","","","9901-0302","","","","150mg, 200mg","","sarilumab"
"00G5W000000MXTpUAO","","","false","false","false","Enspryng","","","","satralizumab","","","","9901-0440","","","","120mg prefilled syringe","","satralizumab 120mg/mL prefilled syringe"
"00G5W000000MXTiUAO","Approved secukinumab _","","false","true","true","Cosentyx","","","","secukinumab","","","","9901-0268","","","","150mg/mL","","secukinumab"
"00G5W000000MXTvUAO","Approved for semaglutide injection (up to 1 mg once weekly dose). As per semaglutide criteria coverage will be provided for either semaglutide or a DPP-4 inhibitor. With a semaglutide approval any coverage of a DPP-4 inhibitor will be terminated.┬á┬áCoverage not provided for semaglutide tablets or the Wegovy brand of semaglutide injection.","","true","false","false","Ozempic","","","","semaglutide","","Injectable","","9901-0360","","","<p><strong style=""font-size: 16px;""><u>N/A wording when dx is OBESITY only (no mention of diabetes)</u></strong></p><p><span style=""font-size: 16px;"">Does not meet criteria for PharmaCare coverage based on available information.</span></p><p><span style=""font-size: 16px;"">PharmaCare criteria for semaglutide┬áavailable at:</span></p><p><span style=""color: rgb(0, 0, 0); font-size: 16px;"">https://www2.gov.bc.ca/gov/content/health/practitioner-professional-resources/pharmacare/prescribers/limited-coverage-drug-program/limited-coverage-drugs-semaglutide</span></p><p><span style=""font-size: 16px;"">┬á</span></p><p><strong style=""font-size: 16px;""><u>No metformin fills + no rationale</u></strong><span style=""font-size: 16px;""> = Not approved</span></p><p><span style=""font-size: 16px;"">Does not meet criteria for coverage based on available information (no record of metformin found in PharmaNet dispensing record)</span></p><p><span style=""font-size: 16px;"">┬á</span></p><p><strong style=""font-size: 16px;""><u>ΓÇ£OtherΓÇ¥ diagnosis, does not specify inadequate glycemic control or type 2 diabetes</u></strong><span style=""font-size: 16px;""> = MIR</span></p><p><span style=""font-size: 16px;"">Please clarify if diagnosis includes type 2 diabetes mellitus.</span></p><p><span style=""font-size: 16px;"">┬á</span></p><p><strong style=""font-size: 16px;""><u>Switching back to recently approved ddp4┬á</u></strong></p><p><span style=""font-size: 16px;"">Thank you for this request; if coverage is reactivated for this medication the recently approved coverage for DPP-4 inhibitor will be discontinued and will not be re-approved. Coverage for this medication was recently discontinued upon DPP-4 inhibitor approval as per semaglutide criteria. Coverage for saxagliptin or linagliptin are not provided if semaglutide is approved. Semaglutide coverage is not provided concurrently with these medications. If you wish for the recent DPP-4 approval to be inactivated, and not reapproved, please make this clarification. Your confirmation regarding this will be appreciated. Thank you.┬á</span></p><p><br></p><p><strong style=""font-size: 16px;""><u>If approved for BOTH semaglutide injection and empagliflozin simultaneously:</u></strong></p><p><span style=""font-size: 16px;"">Approved for semaglutide injection (up to 1 mg once weekly dose), empagliflozin, and combined empagliflozin + metformin. Coverage not provided for semaglutide tablets or the Wegovy brand of semaglutide injection. As per PharmaCare criteria, coverage will be provided for semaglutide/empagliflozin or a DPP-4 inhibitor. With a semaglutide/empagliflozin approval, any coverage of a DPP-4 inhibitor will be terminated.</span></p><p><br></p><p><strong style=""font-size: 16px;""><u>Request for semaglutide for doses greater than 1mg weekly if the patient has existing SA approval for semaglutide:</u></strong></p><p><strong>Not Approved</strong> ΓÇô Semaglutide doses greater than 1mg/weekly</p><p>PharmaCare currently provides Special Authority coverage for semaglutide (Ozempic type) up to 1mg once weekly. Special Authority coverage will not be provided for doses greater than 1mg once weekly.</p><p>┬á</p><p><strong>Currently Approved</strong> ΓÇô PharmaCare eligible semaglutide formulation (e.g. Ozempic) up to 1mg once weekly via the 1 mg/dose delivery device.┬áNot approved for using 2x 0.5 mg doses from the pen delivery device designed to give a 0.5 mg dose, as that costs approximately double the price of a single 1 mg dose from the 1 mg/dose pen.┬á┬á</p><p><br></p><p><strong>Link to updated form:</strong> <a href=""https://www2.gov.bc.ca/assets/gov/health/forms/5826fil.pdf"" target=""_blank"" style=""background-color: rgb(255, 255, 255);"">https://www2.gov.bc.ca/assets/gov/health/forms/5826fil.pdf</a></p>","1.34mg/mL","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/semaglutide%20tech.pdf","semaglutide injection"
"00G5W000000MXTvUAO","Approved for empagliflozin and combined empagliflozin + metformin
As per empagliflozin criteria, coverage will be provided for either empagliflozin or a DPP-4 inhibitor. With an empagliflozin approval, any coverage of a DPP-4 inhibitor will be terminated.

It may be helpful to note that single entity dapagliflozin is now a regular PharmaCare benefit (Special Authority approval is not required for PharmaCare coverage of single entity dapagliflozin).┬á","","true","true","true","Jardiance/Synjardy","","","","SGLT2","","tablet","","9901-0320","","","<p><strong><u>ΓÇ£OtherΓÇ¥ diagnosis, does not specify inadequate glycemic control or type 2 diabetes</u></strong><span style=""font-size: 14px;""> = MIR</span></p>

<p><span style=""font-size: 14px;"">Please clarify if diagnosis includes type 2 diabetes mellitus. </span>It may be helpful to note that single entity dapagliflozin is now a regular PharmaCare benefit (Special Authority approval is not required for PharmaCare coverage of single entity dapagliflozin).┬á</p>

<p><span style=""font-size: 14px;"">┬á</span></p>

<p><strong><u>Switching back to recently approved ddp4┬á</u></strong></p>

<p><span style=""font-size: 14px;"">Thank you for this request; if coverage is reactivated for this medication the recently approved coverage for DPP-4 inhibitor will be discontinued and will not be re-approved. Coverage for this medication was recently discontinued upon DPP-4 inhibitor approval as per empagliflozin criteria. Coverage for saxagliptin or linagliptin are not provided if empagliflozin is approved. Empagliflozin coverage is not provided concurrently with these medications. If you wish for the recent DPP-4 approval to be inactivated, and not reapproved, please make this clarification. Your confirmation regarding this will be appreciated. Thank you.┬á</span></p>

<p>┬á</p>

<p><strong><u>∩╗┐If approved for BOTH semaglutide injection and empagliflozin simultaneously:</u></strong></p>

<p>Approved for semaglutide injection (up to 1 mg once weekly dose), empagliflozin, and combined empagliflozin + metformin. Coverage not provided for semaglutide tablets or the Wegovy brand of semaglutide injection. As per PharmaCare criteria, coverage will be provided for semaglutide/empagliflozin or a DPP-4 inhibitor. With a semaglutide/empagliflozin approval, any coverage of a DPP-4 inhibitor will be terminated.</p>

<p>┬á</p>

<p><strong><u>Link to updated empagliflozin:</u></strong></p>

<p><u>https://www2.gov.bc.ca/assets/gov/health/forms/5826fil.pdf</u></p>","10mg, 25mg","https://hlth.sp.gov.bc.ca/sites/HLTHSP/HSIMT/SP/SAT/Shared%20Documents/PDF%20Tech%20Sheets/empagliflozin%20tech.pdf","empagliflozin with or without metformin"
"00G5W000000MXTtUAO","","","false","false","false","Viagra and generics","","","","sildenafil","","tablet","","9901-0115","","Designated specialist physicians experienced in the diagnosis and treatment of PAH","","25mg, 50mg, 100mg","","sildenafil"
"00G5W000000MiSiUAK","","","false","false","false","Rapaflo","","","","silodosin","","","","9901-0445","","","","4mg, 8mg","","silodosin"
"00G5W000000MXTpUAO","","","false","true","true","Mayzent","","","","siponimod","","tablet","https://pdf.hres.ca/dpd_pm/00060901.PDF","9901-0392","","","","0.25 mg, 2 mg","","siponimod"
"00G5W000000MiSjUAK","Exceptional coverage provided due to patient specific factors. If renewal is required, please provide details demonstrating benefit and tolerability.","","false","false","false","Rapamune","","","","sirolimus","","tablets, liquid","https://pdf.hres.ca/dpd_pm/00053802.PDF","9901-0397","","","<p>Check for 3rd party coverage. </p>","1mg tablet, 1mg/ml liquid","","sirolimus"
"00G5W000000MiSiUAK","","","false","false","false","Januvia and Janumet","","","","sitagliptin","","tablet","","9901-0242","","","","100mg and 50/500mg, 50/1000mg, 100/1000mg","","sitagliptin and sitagliptin + metformin"
"00G5W000000MiSjUAK","","","false","false","false","Albrioza","","","","sodiumphenylbutyrateurso","","","","9901-0428","","","","","","sodium phenylbutyrate ursodoxicoltaurine"
"00G5W000000MXTvUAO","","","false","false","false","generics of Vesicare","","","","solifen","","tablet","","9901-0241","","","","5mg, 10mg","","solifenacin"
"00G5W000000MXTvUAO","","","false","false","false","Saizen, Genotropin, Humatrope, Nutropin, Omnitrope, Somatropin","","","","somatropin","","","","9901-0076","","","<p><br></p><p><br></p>","","","somatropin"
"00G5W000000MXTlUAO","","","false","false","false","Sovaldi","","","","sovaldi","","","","9901-0248","","","","sofosbuvir 400mg with ribavirin 200mg, 400mg, 600mg","","sofosbuvir"
"00G5W000000MXTvUAO","","","false","false","false","Lescol and generics","","","","statinsfluv","","tablet","","0024-0300","","","<p>This approval includes fluvastatin, lovastatin, pravastatin and simvastatin.</p>","20mg, 40mg, XL 80mg","","fluvastatin"
"00G5W000000MXTvUAO","","","false","false","false","Mevacor and generics","","","","statinslova","","tablet","","0024-0300","","","<p>This approval includes fluvastatin, lovastatin, pravastatin and simvastatin.</p>","20mg, 40mg","","lovastatin"
"00G5W000000MXTvUAO","This approval includes PharmaCare eligible formulations of fluvastatin, lovastatin, pravastatin and simvastatin.","","false","false","false","Pravachol and generics","","","","statinsprav","","tablet","","0024-0300","","","<p>This approval includes fluvastatin, lovastatin, pravastatin and simvastatin.</p>","10mg, 20mg, 40mg, 80mg","","pravastatin"
"00G5W000000MXTvUAO","This approval includes fluvastatin, lovastatin, pravastatin and simvastatin.","","false","false","false","Zocor and generics","","","","statinssimv","","tablet","","0024-0300","","","<p>This approval includes fluvastatin, lovastatin, pravastatin and simvastatin.</p>","5mg, 10mg, 20mg, 40mg, 80mg","","simvastatin"
"00G5W000000MXTxUAO","","","false","false","false","Diacomit","","","","stiripen","","","","9901-0231","","","","250mg, 500mg","","stiripentol"
"00G5W000000MiSjUAK","","","false","true","true","Suboxone Sublingual Tablet","","","","Suboxone12-16excep","","","","9901-0425","","","<p><strong>** </strong><strong style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Pharmacist adjudication only</strong></p><p><br></p><p><strong>** EXCEPTIONAL PLAN Z FOR OAT</strong></p><p>┬á</p><ol><li>Pharmacists will adjudicate,┬áplace a time frame and save in SF. <strong>Do not push</strong> to Pharmanet.</li><li>Pharmacist will make an activity note ΓÇ£@ Team leads please exclude P/S/D/UI + {patient specific plan}ΓÇ¥</li><li>Leave the case in your cases queue and it will be removed when completed by team leads┬á</li></ol><p><br></p>","12mg-3mg, 16mg-4mg","","Buprenorphine/Naloxone (12-3mg, 16-4mg) SL tablets (exceptional)"
"00G5W000000MXTvUAO","","","false","false","false","Clinoral and generics","","","","sulindac","","","","0041-0080","","Rheumatologists","","100mg, 200mg","","sulindac"
"00G5W000000MXTwUAO","","","false","false","false","Dogmatil","","","","sulpiride","","","","6612-4056","","Neurologists","","200 mg","","sulpiride (SAP)"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Sultiam, Ospolot","","","","sulthiame200mg","","tablet","","9901-0398","","","<p>PIN 66128248</p><p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","200 mg","","sulthiame 200mg tablet (SAP)"
"00G5W000000MXTwUAO","PharmaCare coverage is subject to Special Access Program Approval from Health Canada.  A copy of the current approval must accompany the request for PharmaCare coverage. Medication must be distributed by a licensed pharmacy for PharmaCare reimbursement.","","false","false","false","Sultiam, Ospolot","","","","sulthiame50mg","","tablet","","9901-0398","","","<p>PIN 66124047</p><p>the assumption is that SAP has determined need however if asking questions use the following:</p><p>1. all other medications tried and response</p><p>2. history of hospitalizations including date and duration of stay</p><p>3. results of trial of amisulpiride if available</p><p>4. details of objective improvement on amisulpiride</p><p>5. other medications currently on</p>","50 mg","","sulthiame 50mg tablet (SAP)"
"00G5W000000MXTvUAO","","","false","false","false","Imitrex and generics","","","","sumatrip","","Injectable","","9901-0189","","","","6mg/0.5mL","","sumatriptan injection"
"00G5W000000MXTxUAO","","","false","false","false","Prograf","","","","tacrolimus_caps","","tablet","","9901-0227","","","","","","tacrolimus capsules"
"00G5W000000MXTxUAO","","","true","true","true","Protopic","","","","tacrotopical","","cream","","9901-0141","","","","ointment","","tacrolimus 0.03%, 0.1% topical"
"00G5W000000MXTtUAO","","","false","false","false","Adcirca and generics","","","","tadalafil","","tablet","","9901-0130","","Designated specialist physicians experienced in the diagnosis and treatment of PAH","","20mg","","tadalafil"
"00G5W000000MXTvUAO","","","false","false","false","Arazlo","","","","tazarotene","","","","9901-0453","","","","0.045%","","tazarotene 0.045% lotion"
"00G5W000000MXTlUAO","","","false","false","false","Viread and generics","","","","tenofovir","","tablet","","9901-0182","","","","300mg disoproxil fumarate","","tenofovir"
"00G5W000000MXTvUAO","","","false","false","false","Mobiflex and generics","","","","tenoxicam","","","","0041-0080","","<table class=""ql-table-blob"" border=""0"" style=""width: 65pt;"" width=""86""><tbody><tr height=""20"" style=""height: 15.0pt;""><td colspan=""1"" rowspan=""1"" height=""20"" width=""86"" style=""height: 15.0pt; width: 65pt;"">Rheumatologists</td></tr></tbody></table><p><br></p>","","300mg disoproxil fumarate","","tenoxicam"
"00G5W000000MXTvUAO","","","false","false","false","Lamisil and generics","","","","terbinafine","","tablet","","9901-0041","","Rheumatologists","","250 mg","","terbinafine"
"00G5W000000MXTpUAO","","","false","false","false","Aubagio","","","","teriflunomide","","tablet","","9901-0246","","<p>Neurologists specializing in MS whose primary place of practice is a designated MS clinic.</p>","","14mg PO once daily","","teriflunomide"
"00G5W000000MXTrUAO","","","false","false","false","Teva-teriparatide, Osnuvo (biosimilar)","","","","teriparatide","","injection","","9901-0382","","","","20 mcg","","teriparatide (biosimilar)"
