"Drug__r.Drug_Code__c","Diagnosis__c","Hierarchy__c"
"teriparatide","Hyperparathyroidism (exceptional)","Primary"
"teriparatide","Osteoporosis (exceptional)","Primary"
"teriparatide","Other","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - hypogonadism","Primary"
"testosteronecypi","Other",""
"testosteronecypi","For the treatment of testosterone deficiency in - orchiectomy","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - undescended testes","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - Klinefelter's syndrome","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - female-to-male transformation","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - pituitary tumour","Primary"
"testosteronecypi","For the treatment of testosterone deficiency in - removal of pituitary gland","Primary"
"testosteronecypi","For the indication of documented low testosterone levels due to - surgery of pituitary gland","Primary"
"testosteronecypi","For the indication of documented low testosterone levels due to - AIDS-wasting syndrome","Primary"
"testosteroneenan","Other",""
"testosteroneenan","For the treatment of testosterone deficiency in - hypogonadism","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - undescended testes","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - orchiectomy","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - Klinefelter's syndrome","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - female-to-male transformation","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - pituitary tumour","Primary"
"testosteroneenan","For the treatment of testosterone deficiency in - removal of pituitary gland","Primary"
"testosteroneenan","For the indication of documented low testosterone levels due to - surgery of pituitary gland","Primary"
"testosteroneenan","For the indication of documented low testosterone levels due to - AIDS-wasting syndrome","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - pituitary tumour","Primary"
"testosteroneprop","Other",""
"testosteroneprop","For the indication of documented low testosterone levels due to - surgery of pituitary gland","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - removal of pituitary gland","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - hypogonadism","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - female-to-male transformation","Primary"
"testosteroneprop","For the indication of documented low testosterone levels due to - AIDS-wasting syndrome","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - undescended testes","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - orchiectomy","Primary"
"testosteroneprop","For the treatment of testosterone deficiency in - Klinefelter's syndrome","Primary"
"tezepelumab","Severe asthma","Primary"
"tezepelumab","Other","Primary"
"tiaprofenic","Psoriatic Arthritis","Primary"
"tiaprofenic","Ankylosing Spondylitis","Primary"
"tiaprofenic","Diagnosis of gout","Primary"
"tiaprofenic","Lupus","Primary"
"tiaprofenic","Other",""
"tiaprofenic","Treatment failure on optimal doses of or intolerance to , ALL of the following: ibuprofen, naproxen (regular release), diclofenac, AND either celecoxib or meloxicam","Primary"
"tiaprofenic","Rheumatoid Arthritis","Primary"
"ticag","Definite stent thrombosis after revascularization with percutaneous coronary intervention (PCI)","Primary"
"ticag","Recurrent unstable angina after revascularization with percutaneous coronary intervention (PCI)","Primary"
"ticag","Undergoing revascularization via percutaneous coronary intervention (PCI) secondary to ST or non-ST elevation myocardial infarction (STEMI or NSTEMI) or unstable angina","Primary"
"ticag","Recurrent ST or non-ST elevation myocardial infarction (STEMI or NSTEMI) after revascularization with percutaneous coronary intervention (PCI)","Primary"
"ticag","Other","Primary"
"ticlo","Secondary prevention of coronary, cerebral and peripheral vascular occlusion and embolization - intolerance to ASA","Primary"
"ticlo","Secondary prevention of coronary, cerebral and peripheral vascular occlusion and embolization - treatment failure with ASA","Primary"
"ticlo","Other",""
"tinzaparin","Other",""
"tinzaparin","C. - Treatment of venous thromboembolism associated with cancer","Primary"
"tinzaparin","A. - Treatment of venous thromboembolism","Primary"
"tinzaparin","B. - Prophylaxis of venous thromboembolism","Primary"
"tinzaparin","B. - Associated with pregnancy (up to 4 weeks post partum)","Secondary"
"tinzaparin","B. - Concurrent lupus anticoagulant syndrome, antiphospholipid syndrome or thrombophilia (3 months)","Secondary"
"tinzaparin","B. - Orthopedic surgery for major trauma (up to 10 days)","Secondary"
"tinzaparin","B. - Following total hip replacement surgery (35 days)","Secondary"
"tinzaparin","B. - Following total knee replacement surgery (14 days)","Secondary"
"tinzaparin","A. - Failure on oral anticoagulant therapy, ie. recurrence (up to 3 months)","Secondary"
"tinzaparin","Continued treatment from acute care for bridging INR (up to 10 days)","Secondary"
"tizan","Diagnosis of spasticity - intolerance to diazepam","Primary"
"tizan","Diagnosis of spasticity - treatment failure with diazepam","Primary"
"tizan","Diagnosis of spasticity - intolerance to baclofen","Primary"
"tizan","Diagnosis of spasticity - treatment failure with baclofen","Primary"
"tizan","Other",""
"tobi","Does not tolerate injectable forms of tobramycin to manage inhalation issues","Primary"
"tobi","Moderate to severe cystic fibrosis","Primary"
"tobi","Chronic pulmonary Pseudomonas aeruginosa infections","Primary"
"tobi","Other",""
"tobramycin300nebsExceptional","Non-Cystic Fibrosis indication: exceptional coverage of 300 mg / 5 mL nebules for inhalation","Primary"
"tobramycin300nebsExceptional","Other exceptional request","Primary"
"tociliz","initial","Secondary"
"tociliz","renewal","Secondary"
"tociliz","Rheumatoid Arthritis","Primary"
"tociliz","Neuromyelitis optica spectrum disorder (NMOSD)","Primary"
"tociliz","Polyarticular Juvenile Idiopathic Arthritis (pJIA)","Primary"
"tociliz","Giant Cell Arteritis (GCA)","Primary"
"tociliz","Systemic Juvenile Idiopathic Arthritis (sJIA)","Primary"
"tociliz","Other",""
"tofacitinib","Other",""
"tofacitinib","Rheumatoid Arthritis","Primary"
"tofacitinib","Ulcerative Colitis","Primary"
"tofacitinib","renewal","Secondary"
"tofacitinib","initial","Secondary"
"tretinoin","Other",""
"tretinoin","Diagnosis of skin cancer","Primary"
"tretinoin","Diagnosis of acne","Primary"
"trientine","Initial request: 1 year","Primary"
"trientine","Other",""
"trientine","Renewal request: 1 year","Primary"
"Twynsta","Other","Primary"
"Twynsta","Patient has experienced intractable cough or angioedema on an Angiotensin Converting Enzyme Inhibitor (ACE-I) AND is currently taking stable doses of both telmisartan and amlodipine","Primary"
"TZDpio","Type 2 diabetes - trial of one agent","Primary"
"TZDpio","Other",""
"TZDpio","Type 2 diabetes - Dual therapy of metformin and a sulfonylurea","Primary"
"TZDpio","Type 2 diabetes - Dual therapy of metformin and an insulin","Primary"
"upadacitinib","Switch","Secondary"
"upadacitinib","Initial","Secondary"
"upadacitinib","Moderate to Severe Crohn's disease","Primary"
"upadacitinib","Atopic Dermatitis","Primary"
"upadacitinib","Renewal","Secondary"
"upadacitinib","Fistulizing Crohn's disease","Primary"
"upadacitinib","Other",""
"uste","(NOT APPROVED) Fistulizing Crohn's","Primary"
"uste","(NOT APPROVED) Moderate to Severe Active Crohn's","Primary"
"uste","renewal","Secondary"
"uste","initial","Secondary"
"uste","Other",""
"uste","Hidradenitis Suppurativa","Primary"
"uste","Plaque Psoriasis","Primary"
"ustebiosimIVSC","Fistulizing Crohn’s - Initial","Primary"
"ustebiosimIVSC","Ulcerative Colitis - Initial","Primary"
"ustebiosimIVSC","Other",""
"ustebiosimIVSC","Moderate to Severe Active Crohn’s - Initial","Primary"
"ustebiosimSC","Plaque Psoriasis","Primary"
"ustebiosimSC","initial","Secondary"
"ustebiosimSC","Psoriatic Arthritis","Primary"
"ustebiosimSC","renewal","Secondary"
"ustebiosimSC","Moderate to Severe Active Crohn's","Primary"
"ustebiosimSC","Ulcerative Colitis","Primary"
"ustebiosimSC","Fistulizing Crohn's","Primary"
"ustebiosimSC","Other",""
"valganciclovir","For the prophylaxis of cytomegalovirus (CMV) infection post stem cell transplant, in patients who test positive for CMV upon polymerase chain reaction (PCR) laboratory testing.","Primary"
"valganciclovir","Other",""
"vancomycin","symptomatic C. Difficile Infection (CDI) - initiated on vancomycin as an inpatient (e.g. in a hospital setting, nursing home, or long-term care facility) and requires continuation","Primary"
"vancomycin","Patient has had recent approval, manually enter into PNP","Primary"
"vancomycin","Other","Primary"
"vancomycin","Treatment of symptomatic Clostridium Difficile Infection (CDI) - failed to respond to 4-6 days of oral metronidazole 500mg three times daily","Primary"
"vancomycin","Tapering request","Primary"
"vancomycin","symptomatic C. Difficile Infection (CDI) - symptoms of moderate to severe disease OR is experiencing a second disease recurrence (within 2-8 weeks of diagnosis of a previous episode)","Primary"
"vancomycin","Treatment of symptomatic Clostridium Difficile Infection (CDI) - intolerant or cannot take metronidazole (e.g., pregnant women, alcoholism)","Primary"
"varenicline","Patient has current NRT approval, no SA required","Primary"
"varenicline","NRT approval has an expiry date, Exceptional approval - NRT stopped due to side effects/treatment failure","Primary"
"vedoIV","renewal","Secondary"
"vedoIV","Moderate to Severe Active Crohn's","Primary"
"vedoIV","Fistulizing Crohn's","Primary"
"vedoIV","Ulcerative Colitis","Primary"
"vedoIV","initial","Secondary"
"vedoIV","renewal + escalation","Secondary"
"vericiquat","For treatment of symptomatic chronic heart failure (HF) in adult patients (≥18 years of age) with reduced ejection fraction who are stabilized after a recent decompensation event","Primary"
"voriconazole","For continuation of hospital-initiated treatment of culture proven invasive candidiasis with documented resistance to fluconazole","Primary"
"voriconazole","Other",""
"voriconazole","For continuation of hospital-initiated treatment of invasive aspergillosis","Primary"
"vortioxetine","For the treatment of Major Depressive Disorder (MDD) in adult patients PLUS treatment failure OR intolerance on at least TWO specified antidepressants","Primary"
"vortioxetine","Other",""
"vosevi","Genotype 5 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks","Primary"
"vosevi","Genotype 2 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 2 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 1 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 1 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 3 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 3 - Exceptional Request: treatment na├»ve, F4 cirrhosis","Primary"
"vosevi","Genotype 3 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 4 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 4 - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Unable to verify genotype - Previously treated with sofosbuvir containing regimen without an NS5A inhibitor: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"vosevi","Genotype 6 - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks","Primary"
"vosevi","Unable to verify genotype - Previously treated with an NS5A inhibitor-containing regimen: sofosbuvir plus velpatasvir plus voxilaprevir for 12 weeks.","Primary"
"xgeva","Exceptional: Treatment of bony mets due to metastatic cancer","Primary"
"xgeva","Other","Primary"
"ypsoPump","Other form of diabetes (please specify):","Primary"
"ypsoPump","Type 1 diabetes","Primary"
"zepatier","Genotype 1a or 1b - treatment-experienced (prior relapsers): 12 weeks","Primary"
"zepatier","Genotype 1b - treatment-na├»ve: 12 weeks","Primary"
"zepatier","Genotype 4 - treatment-experienced (prior on-treatment virologic failures) with RBV: 16 weeks","Primary"
"zepatier","Genotype 1a - treatment-na├»ve: 12 weeks","Primary"
"zepatier","Genotype 4 - treatment-na├»ve: 12 weeks","Primary"
"zepatier","Genotype 1b - treatment-experienced (prior on-treatment virologic failures): 12 weeks","Primary"
"zepatier","Genotype 4 - treatment-experienced (prior relapsers): 12 weeks","Primary"
"zepatier","Genotype 1a - treatment-experienced (prior on-treatment virologic failures): 16 weeks","Primary"
"zip","Other psychosis (not dementia related) AND treatment failure or intolerance to at least one other specified anti-psychotic agent","Primary"
"zip","Diagnosis of schizophrenia AND treatment failure or intolerance to at least one other specified anti-psychotic agent","Primary"
"zip","Other",""
"zopiclone","For the treatment of insomnia - intolerant to, or failed on, at least three specified benzodiazepines","Primary"
"zopiclone","For the treatment of insomnia - intolerant to, or failed on, at least two specified benzodiazepines and one other specified hypnotic agent","Primary"
"zopiclone","Other","Primary"
"zopiclone","For the treatment of insomnia - HIV/AIDS","Primary"
"zopiclone","For the treatment of insomnia - identified psychiatric diagnosis","Primary"
"zopiclone","For the treatment of insomnia - history of drug or alcohol addiction","Primary"
"zopiclone","For the treatment of insomnia - fragile, elderly patient","Primary"
"zybanbupropion","Patient has current NRT approval, no SA required","Primary"
"zybanbupropion","NRT approval has an expiry date, Exceptional approval - NRT stopped due to side effects/treatment failure","Primary"
